gamma,p,d_static,alpha_static,F_raw,F_static,Y_static,R_static,d_adaptive,alpha_adaptive,F_adaptive,Y_adaptive,R_adaptive,delta_F,delta_Y,delta_T
0.09,0.02,1,0.5631579160690308,0.9353908166801344,0.0,0.0,0.0,1,0.6052631735801697,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.09,0.03,1,0.5631579160690308,0.9258514246659648,0.0,0.0,0.0,2,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.09,0.04,2,0.47894737124443054,0.9163120326517954,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.09,0.05,1,0.5210526585578918,0.9067726406376259,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.09,0.060000000000000005,1,0.47894737124443054,0.8972332486234564,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.09,0.06999999999999999,1,0.47894737124443054,0.8876938566092871,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.09,0.08,1,0.47894737124443054,0.8781544645951177,0.0,0.0,0.0,1,0.47894737124443054,0.8504248913819417,0.5,-9900.0,0.8504248913819417,0.5,-9900.0
0.09,0.09,1,0.47894737124443054,0.868615072580948,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.09,0.09999999999999999,1,0.47894737124443054,0.8590756805667786,0.0,0.0,0.0,1,0.5631579160690308,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.09,0.11,1,0.47894737124443054,0.8495362885526092,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.09,0.12,1,0.47894737124443054,0.8399968965384398,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.09,0.13,1,0.47894737124443054,0.8304575045242701,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.09,0.14,1,0.47894737124443054,0.8209181125101007,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.09,0.15000000000000002,1,0.47894737124443054,0.8113787204959313,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.09,0.16,1,0.47894737124443054,0.8018393284817618,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.09,0.17,1,0.47894737124443054,0.7922999364675926,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.09,0.18000000000000002,1,0.47894737124443054,0.7827605444534229,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.09,0.19,1,0.47894737124443054,0.7732211524392536,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.09,0.2,1,0.47894737124443054,0.7636817604250841,0.0,0.0,0.0,1,0.47894737124443054,0.6782452009412638,0.5,-9900.0,0.6782452009412638,0.5,-9900.0
0.09999999999999999,0.01,1,0.6052631735801697,0.9398548160447522,0.0,0.0,0.0,1,0.6052631735801697,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.09999999999999999,0.02,1,0.5631579160690308,0.9303679830642471,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.09999999999999999,0.03,1,0.5631579160690308,0.9208811500837419,0.0,0.0,0.0,2,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.09999999999999999,0.04,2,0.47894737124443054,0.9113943171032367,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.09999999999999999,0.05,1,0.5210526585578918,0.9019074841227315,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.09999999999999999,0.060000000000000005,1,0.47894737124443054,0.8924206511422264,0.0,0.0,0.0,1,0.47894737124443054,0.8843599943671162,0.5,-9900.0,0.8843599943671162,0.5,-9900.0
0.09999999999999999,0.06999999999999999,1,0.47894737124443054,0.8829338181617215,0.0,0.0,0.0,1,0.47894737124443054,0.8670254394271943,0.5,-9900.0,0.8670254394271943,0.5,-9900.0
0.09999999999999999,0.08,1,0.47894737124443054,0.8734469851812162,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.09999999999999999,0.09,1,0.47894737124443054,0.8639601522007111,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.09999999999999999,0.09999999999999999,1,0.47894737124443054,0.8544733192202059,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.09999999999999999,0.11,1,0.47894737124443054,0.8449864862397007,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.09999999999999999,0.12,1,0.47894737124443054,0.8354996532591956,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.09999999999999999,0.13,1,0.47894737124443054,0.8260128202786903,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.09999999999999999,0.14,1,0.47894737124443054,0.8165259872981852,0.7568414292918295,0.5,100.0,1,0.47894737124443054,0.0,0.0,-10000.0,-0.7568414292918295,-0.5,-10100.0
0.09999999999999999,0.15000000000000002,1,0.47894737124443054,0.8070391543176803,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.09999999999999999,0.16,1,0.47894737124443054,0.7975523213371749,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.09999999999999999,0.17,1,0.47894737124443054,0.78806548835667,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.09999999999999999,0.18000000000000002,1,0.47894737124443054,0.7785786553761647,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.09999999999999999,0.19,1,0.47894737124443054,0.7690918223956597,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.09999999999999999,0.2,1,0.47894737124443054,0.7596049894151545,0.0,0.0,0.0,1,0.47894737124443054,0.6779393171514961,0.5,-9900.0,0.6779393171514961,0.5,-9900.0
0.11,0.01,1,0.6052631735801697,0.9347650754707739,0.0,0.0,0.0,1,0.5631579160690308,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.11,0.02,3,0.5210526585578918,0.9253310943387174,0.0,0.0,0.0,2,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.11,0.03,1,0.5631579160690308,0.9158971132066609,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.11,0.04,2,0.47894737124443054,0.9064631320746042,0.0,0.0,0.0,1,0.5631579160690308,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.11,0.05,1,0.5210526585578918,0.8970291509425474,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.11,0.060000000000000005,1,0.47894737124443054,0.8875951698104909,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.11,0.06999999999999999,1,0.47894737124443054,0.8781611886784344,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.11,0.08,1,0.47894737124443054,0.8687272075463778,0.8496757427031805,0.5,100.0,1,0.47894737124443054,0.0,0.0,-10000.0,-0.8496757427031805,-0.5,-10100.0
0.11,0.09,1,0.47894737124443054,0.8592932264143212,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.11,0.09999999999999999,1,0.47894737124443054,0.8498592452822644,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.11,0.11,1,0.47894737124443054,0.8404252641502079,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.11,0.12,1,0.47894737124443054,0.8309912830181514,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.11,0.13,1,0.47894737124443054,0.8215573018860947,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.11,0.14,1,0.47894737124443054,0.812123320754038,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.11,0.15000000000000002,1,0.47894737124443054,0.8026893396219816,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.11,0.16,1,0.47894737124443054,0.7932553584899249,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.11,0.17,1,0.47894737124443054,0.7838213773578684,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.11,0.18000000000000002,1,0.47894737124443054,0.7743873962258115,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.11,0.19,1,0.47894737124443054,0.7649534150937551,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.11,0.2,1,0.47894737124443054,0.7555194339616984,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.12,0.01,1,0.6052631735801697,0.9296607444626965,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.12,0.02,3,0.5210526585578918,0.9202799129430497,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.12,0.03,1,0.5631579160690308,0.9108990814234028,0.0,0.0,0.0,1,0.5210526585578918,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.12,0.04,2,0.47894737124443054,0.901518249903756,0.0,0.0,0.0,2,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.12,0.05,1,0.5210526585578918,0.892137418384109,0.0,0.0,0.0,1,0.5210526585578918,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.12,0.060000000000000005,1,0.47894737124443054,0.8827565868644621,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.12,0.06999999999999999,1,0.47894737124443054,0.8733757553448155,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.12,0.08,1,0.47894737124443054,0.8639949238251685,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.12,0.09,1,0.47894737124443054,0.8546140923055217,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.12,0.09999999999999999,1,0.47894737124443054,0.8452332607858748,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.12,0.11,1,0.47894737124443054,0.8358524292662279,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.12,0.12,1,0.47894737124443054,0.8264715977465811,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.12,0.13,1,0.47894737124443054,0.8170907662269341,0.7705358275039262,0.5,100.0,1,0.47894737124443054,0.0,0.0,-10000.0,-0.7705358275039262,-0.5,-10100.0
0.12,0.14,1,0.47894737124443054,0.8077099347072872,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.12,0.15000000000000002,1,0.47894737124443054,0.7983291031876405,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.12,0.16,1,0.47894737124443054,0.7889482716679935,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.12,0.17,1,0.47894737124443054,0.7795674401483469,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.12,0.18000000000000002,1,0.47894737124443054,0.7701866086286998,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.12,0.19,1,0.47894737124443054,0.7608057771090531,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.12,0.2,1,0.47894737124443054,0.7514249455894062,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.13,0.01,1,0.6052631735801697,0.9245415736013523,0.0,0.0,0.0,1,0.5631579160690308,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.13,0.02,3,0.5210526585578918,0.9152141945482635,0.0,0.0,0.0,1,0.5210526585578918,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.13,0.03,1,0.5631579160690308,0.9058868154951747,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.13,0.04,2,0.47894737124443054,0.8965594364420858,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.13,0.05,1,0.5210526585578918,0.8872320573889969,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.13,0.060000000000000005,1,0.47894737124443054,0.8779046783359081,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.13,0.06999999999999999,1,0.47894737124443054,0.8685772992828196,0.0,0.0,0.0,1,0.47894737124443054,0.8655185309230664,0.5,-9900.0,0.8655185309230664,0.5,-9900.0
0.13,0.08,1,0.47894737124443054,0.8592499202297306,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.13,0.09,1,0.47894737124443054,0.8499225411766418,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.13,0.09999999999999999,1,0.47894737124443054,0.8405951621235529,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.13,0.11,1,0.47894737124443054,0.8312677830704641,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.13,0.12,1,0.47894737124443054,0.8219404040173753,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.13,0.13,1,0.47894737124443054,0.8126130249642864,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.13,0.14,1,0.47894737124443054,0.8032856459111977,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.13,0.15000000000000002,1,0.47894737124443054,0.7939582668581089,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.13,0.16,1,0.47894737124443054,0.78463088780502,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.13,0.17,1,0.47894737124443054,0.7753035087519313,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.13,0.18000000000000002,1,0.47894737124443054,0.7659761296988423,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.13,0.19,1,0.47894737124443054,0.7566487506457535,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.13,0.2,1,0.47894737124443054,0.7473213715926648,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.14,0.01,1,0.5631579160690308,0.91940730627929,0.0,0.0,0.0,1,0.5631579160690308,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.14,0.02,2,0.4368421137332916,0.9101336877837942,0.0,0.0,0.0,1,0.5631579160690308,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.14,0.03,2,0.5210526585578918,0.9008600692882984,0.0,0.0,0.0,1,0.5631579160690308,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.14,0.04,2,0.47894737124443054,0.8915864507928026,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.14,0.05,1,0.47894737124443054,0.8823128322973068,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.14,0.060000000000000005,1,0.47894737124443054,0.8730392138018113,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.14,0.06999999999999999,1,0.47894737124443054,0.8637655953063157,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.14,0.08,1,0.47894737124443054,0.8544919768108199,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.14,0.09,1,0.47894737124443054,0.8452183583153242,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.14,0.09999999999999999,1,0.47894737124443054,0.8359447398198284,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.14,0.11,1,0.47894737124443054,0.8266711213243327,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.14,0.12,1,0.47894737124443054,0.8173975028288372,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.14,0.13,1,0.47894737124443054,0.8081238843333414,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.14,0.14,1,0.47894737124443054,0.7988502658378457,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.14,0.15000000000000002,1,0.47894737124443054,0.78957664734235,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.14,0.16,1,0.47894737124443054,0.7803030288468542,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.14,0.17,1,0.47894737124443054,0.7710294103513586,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.14,0.18000000000000002,1,0.47894737124443054,0.7617557918558628,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.14,0.19,1,0.47894737124443054,0.752482173360367,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.14,0.2,1,0.47894737124443054,0.7432085548648715,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.15000000000000002,0.01,1,0.6052631735801697,0.914257678407352,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.15000000000000002,0.02,2,0.4368421137332916,0.905038133950059,0.0,0.0,0.0,2,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.15000000000000002,0.03,2,0.5210526585578918,0.8958185894927662,0.0,0.0,0.0,1,0.5631579160690308,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.15000000000000002,0.04,2,0.47894737124443054,0.8865990450354733,0.0,0.0,0.0,2,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.15000000000000002,0.05,1,0.47894737124443054,0.8773795005781801,0.0,0.0,0.0,1,0.5631579160690308,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.15000000000000002,0.060000000000000005,1,0.47894737124443054,0.8681599561208875,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.15000000000000002,0.06999999999999999,1,0.47894737124443054,0.8589404116635948,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.15000000000000002,0.08,1,0.47894737124443054,0.8497208672063017,0.0,0.0,0.0,1,0.47894737124443054,0.8471904659735057,0.5,-9900.0,0.8471904659735057,0.5,-9900.0
0.15000000000000002,0.09,1,0.47894737124443054,0.8405013227490088,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.15000000000000002,0.09999999999999999,1,0.47894737124443054,0.8312817782917159,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.15000000000000002,0.11,1,0.47894737124443054,0.822062233834423,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.15000000000000002,0.12,1,0.47894737124443054,0.8128426893771301,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.15000000000000002,0.13,1,0.47894737124443054,0.8036231449198371,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.15000000000000002,0.14,1,0.47894737124443054,0.7944036004625443,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.15000000000000002,0.15000000000000002,1,0.47894737124443054,0.7851840560052515,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.15000000000000002,0.16,1,0.47894737124443054,0.7759645115479585,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.15000000000000002,0.17,1,0.47894737124443054,0.7667449670906659,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.15000000000000002,0.18000000000000002,1,0.47894737124443054,0.7575254226333727,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.15000000000000002,0.19,1,0.47894737124443054,0.7483058781760799,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.15000000000000002,0.2,1,0.47894737124443054,0.739086333718787,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.16,0.01,1,0.5631579160690308,0.9090924181056727,0.0,0.0,0.0,1,0.6052631735801697,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.16,0.02,1,0.5631579160690308,0.8999272667157612,0.0,0.0,0.0,1,0.5210526585578918,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.16,0.03,1,0.5210526585578918,0.8907621153258494,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.16,0.04,1,0.5210526585578918,0.8815969639359377,0.0,0.0,0.0,1,0.5631579160690308,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.16,0.05,1,0.47894737124443054,0.8724318125460258,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.16,0.060000000000000005,1,0.47894737124443054,0.8632666611561142,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.16,0.06999999999999999,1,0.47894737124443054,0.8541015097662028,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.16,0.08,1,0.47894737124443054,0.844936358376291,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.16,0.09,1,0.47894737124443054,0.8357712069863792,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.16,0.09999999999999999,1,0.47894737124443054,0.8266060555964675,0.0,0.0,0.0,2,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.16,0.11,1,0.47894737124443054,0.8174409042065559,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.16,0.12,1,0.47894737124443054,0.8082757528166442,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.16,0.13,1,0.47894737124443054,0.7991106014267324,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.16,0.14,1,0.47894737124443054,0.7899454500368208,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.16,0.15000000000000002,1,0.47894737124443054,0.7807802986469092,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.16,0.16,1,0.47894737124443054,0.7716151472569974,0.0,0.0,0.0,1,0.47894737124443054,0.7256691726592845,0.5,-9900.0,0.7256691726592845,0.5,-9900.0
0.16,0.17,1,0.47894737124443054,0.7624499958670858,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.16,0.18000000000000002,1,0.47894737124443054,0.753284844477174,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.16,0.19,1,0.47894737124443054,0.7441196930872624,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.16,0.2,1,0.47894737124443054,0.7349545416973506,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.17,0.01,1,0.5631579160690308,0.9039112453780711,0.0,0.0,0.0,1,0.5631579160690308,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.17,0.02,1,0.5631579160690308,0.8948008117989268,0.0,0.0,0.0,1,0.5210526585578918,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.17,0.03,1,0.5210526585578918,0.8856903782197825,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.17,0.04,1,0.5210526585578918,0.8765799446406382,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.17,0.05,1,0.47894737124443054,0.8674695110614937,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.17,0.060000000000000005,1,0.47894737124443054,0.8583590774823495,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.17,0.06999999999999999,1,0.47894737124443054,0.8492486439032054,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.17,0.08,1,0.47894737124443054,0.840138210324061,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.17,0.09,1,0.47894737124443054,0.8310277767449166,0.0,0.0,0.0,1,0.47894737124443054,0.0,0.0,-10000.0,0.0,0.0,-10000.0
0.17,0.09999999999999999,1,0.47894737124443054,0.8219173431657723,0.8128990504569591,0.5,100.0,1,0.47894737124443054,0.0,0.0,-10000.0,-0.8128990504569591,-0.5,-10100.0
